Date,Algorithm_Value,SPY_Value,Historical_SPY_Value,Historical_Algo_Value,Sim_ID
1999-10-01,10831.62,0.00,10528.46,10253.12,5
1999-10-04,10820.03,0.00,10715.41,10278.88,5
1999-10-05,10839.91,0.00,10705.17,10391.31,5
1999-10-06,10825.95,0.00,10869.08,10390.67,5
1999-10-07,10831.06,0.00,10807.61,10478.33,5
1999-10-08,10831.17,0.00,10971.52,10425.20,5
1999-10-11,10788.73,0.00,10953.59,10472.97,5
1999-10-12,10786.01,0.00,10784.56,10456.68,5
1999-10-13,10779.20,0.00,10505.41,10271.79,5
1999-10-14,10767.09,0.00,10502.84,10203.47,5
1999-10-15,10757.28,0.00,10233.94,10197.66,5
1999-10-18,10741.33,0.00,10308.20,10065.53,5
1999-10-19,10743.73,0.00,10408.09,10068.55,5
1999-10-20,10737.82,0.00,10510.53,10081.62,5
1999-10-21,10741.38,0.00,10571.99,10123.94,5
1999-10-22,10725.82,0.00,10661.63,10244.51,5
1999-10-25,10752.10,0.00,10607.85,10233.53,5
1999-10-26,10784.50,0.00,10474.68,10278.46,5
1999-10-27,10800.67,0.00,10664.19,10243.62,5
1999-10-28,10766.21,0.00,11027.86,10291.75,5
1999-10-29,10773.72,0.00,11227.62,10349.43,5
1999-11-01,10761.81,0.00,11109.81,10402.05,5
1999-11-02,10760.45,0.00,11030.42,10325.99,5
1999-11-03,10740.44,0.00,11104.69,10381.23,5
1999-11-04,10748.79,0.00,11189.21,10381.08,5
1999-11-05,10748.10,0.00,11299.33,10442.97,5
1999-11-08,10726.85,0.00,11309.57,10439.82,5
1999-11-09,10711.93,0.00,11203.30,10525.07,5
1999-11-10,10623.14,0.00,11286.53,10406.03,5
1999-11-11,10657.99,0.00,11350.55,10466.73,5
1999-11-12,10633.57,0.00,11453.00,10478.93,5
1999-11-15,10632.49,0.00,11479.88,10485.57,5
1999-11-16,10616.26,0.00,11575.92,10479.88,5
1999-11-17,10624.27,0.00,11606.66,10572.68,5
1999-11-18,10651.44,0.00,11688.61,10609.95,5
1999-11-19,10649.24,0.00,11678.36,10616.20,5
1999-11-22,10683.61,0.00,11675.81,10617.99,5
1999-11-23,10688.30,0.00,11573.36,10628.67,5
1999-11-24,10723.71,0.00,11634.82,10549.69,5
1999-11-26,10702.73,0.00,11591.29,10657.06,5
1999-11-29,10732.08,0.00,11550.32,10626.30,5
1999-11-30,10733.94,0.00,11414.58,10589.20,5
1999-12-01,10730.77,0.00,11506.78,10562.21,5
1999-12-02,10726.00,0.00,11575.92,10628.03,5
1999-12-03,10731.68,0.00,11788.49,10796.03,5
1999-12-06,10729.15,0.00,11701.42,10863.74,5
1999-12-07,10743.27,0.00,11606.66,10837.85,5
1999-12-08,10727.33,0.00,11532.38,10851.72,5
1999-12-09,10724.82,0.00,11588.73,10892.07,5
1999-12-10,10748.93,0.00,11627.15,10938.73,5
1999-12-13,10762.59,0.00,11647.63,10925.50,5
1999-12-14,10790.32,0.00,11534.95,10892.47,5
